AccNo,Type,PhoneNo,CallTime,During_in_secs
SA-0112-53-34,I,+60-0123118327,2011-05-29 16:34:29,1379
SA-0361-84-31,I,+60-0148504438,2011-09-04 17:15:28,615
SA-0055-36-68,I,+60-0141394460,2012-08-27 11:32:51,1875
SA-0339-42-22,I,+60-0199109209,2011-11-17 14:18:41,2295
SA-0147-43-82,I,+60-0189022737,2011-11-01 03:07:50,1659
SA-0182-19-79,I,+60-0116181250,2011-09-14 02:00:51,3073
SA-0339-42-22,I,+60-0125419966,2011-03-06 10:08:16,564
SA-0314-69-44,I,+60-0163519263,2012-06-16 17:08:15,1202
SA-0055-36-68,I,+60-0160259639,2011-10-08 05:41:03,243
SA-0378-80-96,I,+60-0130071143,2011-06-05 22:12:05,183
SA-0339-42-22,I,+60-0162300957,2012-01-09 18:02:11,3009
SA-0005-14-91,I,+60-0119151294,2012-01-17 06:34:22,1727
SA-0210-42-47,I,+60-0191163768,2011-03-02 22:23:39,1077
SA-0305-50-15,I,+60-0110707688,2011-08-03 09:32:00,481
SA-0187-35-19,I,+60-0199282877,2012-08-23 18:20:21,2780
SA-0151-98-79,I,+60-0124166170,2012-08-25 04:21:26,1620
SA-0005-14-91,I,+60-0115638473,2011-04-27 14:06:52,3140
SA-0187-35-19,I,+60-0119747075,2012-08-08 08:45:26,1080
SA-0037-94-05,I,+60-0101230681,2012-10-28 15:42:52,2738
SA-0185-59-07,I,+60-0193966667,2011-05-28 14:51:49,2609
SA-0112-53-34,I,+60-0179297924,2012-09-21 18:23:59,1371
SA-0080-84-93,I,+60-0138855300,2011-11-10 06:57:00,3269
SA-0210-42-47,I,+60-0113663936,2012-05-03 11:47:41,1089
SA-0055-36-68,I,+60-0172456417,2011-01-04 01:59:45,2765
SA-0210-42-47,I,+60-0116868156,2011-10-12 13:09:34,2337
SA-0378-80-96,I,+60-0121785001,2011-11-23 08:46:55,3236
SA-0021-95-06,I,+60-0141225902,2011-03-06 04:39:51,1948
SA-0138-33-52,I,+60-0145881446,2012-02-09 13:17:02,114
SA-0037-94-05,I,+60-0155167167,2011-01-14 19:24:24,3555
SA-0080-84-93,I,+60-0191947717,2012-11-30 07:00:57,2840
SA-0050-81-89,I,+60-0130947197,2012-12-06 07:24:48,3420
SA-0092-93-02,I,+60-0124523156,2011-02-25 17:26:22,538
SA-0339-42-22,I,+60-0120955672,2011-12-06 16:18:36,3240
SA-0249-45-54,I,+60-0137244722,2011-02-03 01:07:03,1982
SA-0343-60-69,I,+60-0180701757,2011-04-01 21:22:29,138
SA-0343-60-69,I,+60-0137258006,2011-12-26 06:12:53,2407
SA-0144-10-84,I,+60-0199677885,2011-12-04 06:10:43,1848
SA-0252-71-33,I,+60-0176534488,2012-03-31 07:04:46,937
SA-0361-84-31,I,+60-0151009788,2011-05-10 10:50:02,2706
SA-0361-84-31,I,+60-0133406787,2012-03-24 17:42:08,2446
SA-0114-12-73,I,+60-0131283026,2011-11-01 20:18:29,2316
SA-0112-53-34,I,+60-0151770640,2011-05-12 03:32:02,2927
SA-0202-82-34,I,+60-0199366668,2011-09-24 10:23:39,1531
SA-0305-50-15,I,+60-0115345434,2012-02-29 13:22:55,3579
SA-0314-69-44,I,+60-0112819624,2012-06-07 23:39:51,2251
SA-0305-50-15,I,+60-0152176581,2011-06-03 06:16:15,1545
SA-0012-71-76,I,+60-0113705796,2011-12-17 08:29:39,3577
SA-0222-28-58,I,+60-0173310082,2011-04-20 15:48:52,648
SA-0155-74-77,I,+60-0196090910,2012-11-14 00:30:46,2311
SA-0055-36-68,I,+60-0177763405,2012-12-26 09:59:08,1869
SA-0401-55-12,I,+60-0110008483,2012-03-07 02:17:02,2672
SA-0312-94-95,I,+60-0161928362,2011-05-06 17:36:37,2446
SA-0249-45-54,I,+60-0136849286,2011-03-17 09:24:49,2666
SA-0187-35-19,I,+60-0179237128,2011-07-03 02:37:14,3240
SA-0185-59-07,I,+60-0138224980,2011-07-03 05:28:34,2044
SA-0186-07-48,I,+60-0167518921,2012-01-10 20:03:03,1840
SA-0305-50-15,I,+60-0195611115,2012-12-18 01:43:09,2759
SA-0339-42-22,I,+60-0109276658,2011-02-05 19:39:25,770
SA-0249-45-54,I,+60-0100552401,2011-03-30 11:17:44,3434
SA-0114-12-73,I,+60-0125837694,2012-07-24 07:40:18,186
SA-0305-50-15,I,+60-0187932502,2011-06-04 19:54:49,1742
SA-0339-42-22,I,+60-0183769637,2011-02-16 17:10:13,1597
SA-0335-96-08,I,+60-0192611558,2012-08-03 18:38:38,1980
SA-0185-10-64,I,+60-0143766800,2012-03-11 19:34:03,2669
SA-0151-98-79,I,+60-0174024130,2012-11-04 21:44:36,2203
SA-0185-10-64,I,+60-0199269018,2011-02-27 13:55:59,3593
SA-0303-06-26,I,+60-0164426366,2011-12-03 03:14:57,2789
SA-0092-93-02,I,+60-0103838632,2011-07-22 15:04:20,1828
SA-0012-71-76,I,+60-0118730972,2012-01-14 19:22:44,309
SA-0012-71-76,I,+60-0189065821,2012-12-26 04:44:43,1803
SA-0182-19-79,I,+60-0114128217,2012-06-15 01:25:27,1572
SA-0080-84-93,I,+60-0136896288,2011-04-10 17:34:19,1119
SA-0009-04-02,I,+60-0159824924,2012-04-24 11:57:26,532
SA-0414-20-79,I,+60-0152025622,2011-06-10 20:50:36,1505
SA-0312-94-95,I,+60-0142827000,2012-07-05 11:53:03,3211
SA-0112-53-34,I,+60-0120304382,2011-04-16 21:33:38,1962
SA-0009-04-02,I,+60-0163898131,2011-06-26 22:37:18,1319
SA-0133-16-62,I,+60-0190653782,2011-05-10 04:06:03,2726
SA-0335-96-08,I,+60-0100617997,2012-09-06 14:18:59,1422
SA-0220-48-64,I,+60-0117485497,2011-06-14 22:32:33,1531
SA-0401-55-12,I,+60-0181126707,2012-09-02 01:36:11,2334
SA-0290-06-89,I,+60-0188696740,2012-09-17 09:04:25,922
SA-0138-33-52,I,+60-0177710601,2011-08-17 12:30:05,2476
SA-0303-06-26,I,+60-0152017013,2012-10-19 08:17:28,1584
SA-0012-71-76,I,+60-0104571039,2012-06-14 02:25:17,1728
SA-0279-91-74,I,+60-0183247047,2012-03-15 02:44:19,2623
SA-0414-86-48,I,+60-0142659667,2012-03-30 23:19:58,2808
SA-0249-45-54,I,+60-0110485282,2012-11-26 22:15:39,1060
SA-0138-33-52,I,+60-0119580081,2011-03-31 14:46:13,485
SA-0220-48-64,I,+60-0157279082,2011-12-21 11:20:27,995
SA-0185-59-07,I,+60-0192252985,2011-04-22 23:53:18,1586
SA-0145-41-01,I,+60-0181188827,2011-07-16 04:23:14,1413
SA-0009-04-02,I,+60-0150175896,2012-09-05 14:03:03,200
SA-0305-50-15,I,+60-0168572132,2012-12-08 07:55:54,1515
SA-0305-50-15,I,+60-0126852618,2012-01-01 11:38:00,133
SA-0114-12-73,I,+60-0182566912,2012-08-26 20:14:03,2384
SA-0012-71-76,I,+60-0181233158,2012-11-01 13:18:57,2925
SA-0144-10-84,I,+60-0163861583,2011-01-09 13:25:46,1579
SA-0312-94-95,I,+60-0121084850,2012-01-24 02:26:16,2225
SA-0187-35-19,I,+60-0199112341,2012-04-03 20:31:32,3188
SA-0210-42-47,I,+60-0120383656,2012-01-27 18:29:54,3412
SA-0033-12-88,I,+60-0192700411,2011-05-15 11:25:46,2027
SA-0112-53-34,I,+60-0176909588,2011-02-28 17:05:19,71
SA-0092-93-02,I,+60-0191163602,2011-06-20 05:00:39,2684
SA-0252-71-33,I,+60-0178813843,2011-10-15 04:38:38,2801
SA-0279-91-74,I,+60-0177821154,2012-01-31 08:18:49,682
SA-0279-91-74,I,+60-0177959521,2011-01-13 02:28:00,1057
SA-0202-82-34,I,+60-0105401198,2012-10-16 07:57:34,1528
SA-0252-71-33,I,+60-0145562917,2011-10-03 04:43:49,2940
SA-0114-12-73,I,+60-0151792302,2012-05-29 03:42:13,2759
SA-0335-96-08,I,+60-0120478428,2012-02-09 01:22:01,271
SA-0210-42-47,I,+60-0143596355,2011-05-10 18:15:30,2724
SA-0335-96-08,I,+60-0196512821,2012-12-14 23:57:27,2614
SA-0114-12-73,I,+60-0179154989,2012-03-09 10:03:01,2010
SA-0009-04-02,I,+60-0141257461,2012-05-14 21:22:16,479
SA-0021-95-06,I,+60-0166083051,2012-04-23 13:07:12,3345
SA-0186-07-48,I,+60-0175783426,2011-03-09 17:20:55,621
SA-0114-12-73,I,+60-0161762414,2012-12-16 12:40:20,1683
SA-0263-79-37,I,+60-0101380404,2012-07-08 07:06:52,491
SA-0401-55-12,I,+60-0185087147,2011-03-26 04:58:28,3463
SA-0305-50-15,I,+60-0114218615,2012-02-05 11:12:01,2224
SA-0339-42-22,I,+60-0169582999,2012-05-22 01:16:24,296
SA-0261-41-34,I,+60-0191419300,2012-07-01 07:37:20,172
SA-0107-05-98,I,+60-0156041730,2012-05-29 19:56:10,2486
SA-0055-36-68,I,+60-0177439618,2012-07-04 18:20:34,1929
SA-0202-82-34,I,+60-0178708912,2011-04-12 10:23:40,3476
SA-0005-14-91,I,+60-0122521643,2011-02-22 22:19:33,160
SA-0222-28-58,I,+60-0140895681,2011-02-07 17:33:40,2898
SA-0009-04-02,I,+60-0171667828,2011-08-01 07:56:18,839
SA-0138-33-52,I,+60-0117728850,2011-04-25 14:53:10,2884
SA-0335-96-08,I,+60-0194768840,2012-03-09 23:34:49,1652
SA-0312-94-95,I,+60-0158651162,2012-01-19 20:44:27,319
SA-0144-10-84,I,+60-0119090271,2012-07-05 04:11:13,3451
SA-0114-12-73,I,+60-0135340713,2012-02-23 10:34:12,1016
SA-0138-33-52,I,+60-0134845356,2011-03-21 16:08:23,1906
SA-0185-10-64,I,+60-0118787855,2011-01-01 07:00:32,495
SA-0009-04-02,I,+60-0105860887,2011-03-20 18:55:48,3565
SA-0339-42-22,I,+60-0187255464,2011-05-11 14:18:47,3508
SA-0361-84-31,I,+60-0127706713,2011-08-06 22:52:19,3144
SA-0133-16-62,I,+60-0170185802,2012-09-26 06:59:46,303
SA-0037-94-05,I,+60-0134376123,2011-11-05 20:29:47,1006
SA-0339-42-22,I,+60-0137152048,2012-06-10 04:22:59,3164
SA-0151-98-79,I,+60-0186237759,2012-12-28 09:14:59,2021
SA-0005-14-91,I,+60-0111748583,2012-07-09 19:27:09,214
SA-0187-35-19,I,+60-0129742161,2011-02-07 10:21:05,654
SA-0252-71-33,I,+60-0138573778,2011-04-15 00:08:08,3077
SA-0202-82-34,I,+60-0153978945,2011-04-30 19:58:39,855
SA-0252-71-33,I,+60-0144778289,2011-04-17 19:14:58,2533
SA-0220-61-46,I,+60-0193379576,2012-06-01 08:01:08,2945
SA-0009-04-02,I,+60-0177213079,2011-06-06 14:00:30,2249
SA-0222-28-58,I,+60-0183051846,2011-02-03 12:33:10,2409
SA-0378-80-96,I,+60-0100000041,2011-09-30 01:49:51,1764
SA-0202-82-34,I,+60-0118253262,2011-08-12 03:47:23,225
SA-0114-12-73,I,+60-0117089862,2012-02-02 11:43:16,854
SA-0185-59-07,I,+60-0189386025,2012-07-01 00:43:26,1418
SA-0138-33-52,I,+60-0143213806,2011-01-04 07:40:21,1425
SA-0112-53-34,I,+60-0189183809,2012-06-28 11:12:43,80
SA-0114-12-73,I,+60-0123801787,2012-07-13 13:17:40,3370
SA-0050-81-89,I,+60-0180697953,2011-12-19 11:21:07,674
SA-0361-84-31,I,+60-0116680850,2011-08-09 13:08:56,2542
SA-0361-84-31,I,+60-0111128432,2012-08-11 13:53:36,67
SA-0312-94-95,I,+60-0155737728,2012-05-01 20:18:07,2045
SA-0182-19-79,I,+60-0115696187,2011-10-01 04:52:00,2794
SA-0063-02-33,I,+60-0194379823,2012-08-30 15:38:39,598
SA-0050-81-89,I,+60-0104139057,2011-07-16 17:50:52,899
SA-0055-36-68,I,+60-0183510132,2012-09-11 11:02:12,2869
SA-0220-61-46,I,+60-0114283036,2011-04-12 22:23:23,187
SA-0005-14-91,I,+60-0158544348,2011-07-04 09:25:08,1120
SA-0012-71-76,I,+60-0121450502,2012-09-09 17:50:15,2377
SA-0021-95-06,I,+60-0164014094,2012-02-21 00:51:53,481
SA-0252-71-33,I,+60-0111615231,2012-05-03 23:26:08,3071
SA-0339-42-22,I,+60-0133479682,2012-07-10 16:57:09,1049
SA-0414-20-79,I,+60-0178911752,2011-10-01 01:16:33,1643
SA-0263-79-37,I,+60-0193379411,2012-05-22 01:10:38,387
SA-0012-71-76,I,+60-0115602321,2012-05-12 19:50:23,1463
SA-0080-84-93,I,+60-0142507184,2012-02-23 16:52:26,2680
SA-0147-43-82,I,+60-0180097374,2011-11-12 23:11:14,788
SA-0133-16-62,I,+60-0149871052,2011-02-11 00:01:57,3308
SA-0378-80-96,I,+60-0155544842,2012-04-10 04:26:14,2528
SA-0187-35-19,I,+60-0150425473,2012-08-12 13:09:41,266
SA-0343-60-69,I,+60-0155213282,2011-07-02 02:11:04,1713
SA-0249-45-54,I,+60-0146048486,2012-12-02 22:33:56,1271
SA-0263-79-37,I,+60-0109788333,2012-11-24 07:20:59,2587
SA-0187-35-19,I,+60-0199289697,2012-08-23 17:17:48,3287
SA-0414-20-79,I,+60-0180242715,2011-03-17 00:25:06,1445
SA-0414-86-48,I,+60-0124809489,2011-08-26 07:21:32,3215
SA-0112-53-34,I,+60-0130060316,2012-11-27 19:17:04,2865
SA-0303-06-26,I,+60-0152647481,2012-12-22 12:29:46,1980
SA-0012-71-76,I,+60-0154173756,2012-09-21 16:20:51,2674
SA-0312-94-95,I,+60-0155079361,2012-07-20 01:17:06,3311
SA-0147-43-82,I,+60-0154271339,2012-01-27 23:36:37,3000
SA-0021-95-06,I,+60-0182727944,2012-05-09 18:25:44,1511
SA-0202-82-34,I,+60-0146358615,2011-10-21 23:47:22,3445
SA-0009-04-02,I,+60-0115368212,2011-11-23 14:22:10,2953
SA-0252-71-33,I,+60-0116513342,2011-12-09 04:13:36,3541
SA-0202-82-34,I,+60-0167825076,2011-06-23 10:25:02,474
SA-0303-06-26,I,+60-0111973017,2011-08-31 14:43:54,1933
SA-0222-28-58,I,+60-0122699422,2011-10-06 07:39:11,2728
SA-0145-41-01,I,+60-0135446550,2012-04-09 14:22:39,1692
SA-0339-42-22,I,+60-0174954401,2012-07-04 20:24:42,1111
SA-0343-60-69,I,+60-0158820004,2011-02-06 16:16:54,607
SA-0401-55-12,I,+60-0140704110,2011-07-08 15:20:13,2258
SA-0303-06-26,I,+60-0171946202,2012-11-28 11:21:05,1201
SA-0063-02-33,I,+60-0118947535,2012-02-01 15:42:19,2007
SA-0112-53-34,I,+60-0108307740,2011-10-10 21:25:46,2478
SA-0005-14-91,I,+60-0195886129,2012-04-22 19:00:03,3037
SA-0261-41-34,I,+60-0121026961,2011-05-22 04:35:51,2408
SA-0012-71-76,I,+60-0155704681,2011-04-21 07:10:30,1045
SA-0133-16-62,I,+60-0197485539,2011-06-18 07:01:42,3266
SA-0186-07-48,I,+60-0184913663,2012-09-19 07:49:30,3140
SA-0261-41-34,I,+60-0123920566,2012-12-24 13:50:40,2446
SA-0185-10-64,I,+60-0143677742,2011-07-26 17:13:02,788
SA-0185-10-64,I,+60-0121410594,2011-12-05 20:05:58,163
SA-0261-41-34,I,+60-0121319869,2012-01-26 02:21:25,3525
SA-0186-07-48,I,+60-0149427179,2011-04-25 13:56:47,1591
SA-0033-12-88,I,+60-0113444034,2011-05-09 22:56:12,1128
SA-0312-94-95,I,+60-0111010176,2011-12-20 04:34:30,2971
SA-0182-19-79,I,+60-0147274859,2012-06-19 12:13:31,1406
SA-0033-12-88,I,+60-0141978281,2012-06-07 20:38:18,3529
SA-0303-06-26,I,+60-0102336752,2012-01-05 11:27:42,2194
SA-0012-71-76,I,+60-0143531723,2012-07-25 09:53:22,2751
SA-0155-74-77,I,+60-0154758351,2011-08-04 03:29:25,1492
SA-0335-96-08,I,+60-0143391133,2012-09-22 04:17:53,3190
SA-0343-60-69,I,+60-0194849684,2012-05-02 19:57:17,3524
SA-0220-61-46,I,+60-0126949830,2011-12-04 08:26:29,2767
SA-0185-59-07,I,+60-0185868499,2012-05-12 21:30:06,3130
SA-0037-94-05,I,+60-0129277549,2012-06-11 13:48:23,1782
SA-0314-69-44,I,+60-0104265404,2011-04-11 23:57:40,1890
SA-0185-10-64,I,+60-0171219686,2011-03-11 14:47:56,2850
SA-0155-74-77,I,+60-0113608891,2011-11-26 10:42:16,1223
SA-0220-61-46,I,+60-0151756546,2011-10-23 21:35:20,2292
SA-0185-10-64,I,+60-0108174229,2011-11-11 09:35:18,839
SA-0222-28-58,I,+60-0130633777,2012-12-22 20:12:33,1841
SA-0114-12-73,I,+60-0130556688,2012-04-12 15:39:54,1553
SA-0185-10-64,I,+60-0191942690,2011-04-25 20:19:18,270
SA-0185-59-07,I,+60-0180011342,2012-06-16 08:32:37,495
SA-0080-84-93,I,+60-0114157756,2012-03-02 08:50:52,377
SA-0133-16-62,I,+60-0100348269,2012-03-05 15:08:53,2212
SA-0187-35-19,I,+60-0152817937,2011-09-24 08:23:32,577
SA-0063-02-33,I,+60-0191575361,2011-10-15 05:02:21,3230
SA-0222-28-58,I,+60-0161445137,2012-12-27 05:55:01,3374
SA-0343-60-69,I,+60-0156378515,2011-10-12 12:08:41,2301
SA-0151-98-79,I,+60-0197351514,2012-03-03 07:44:26,2098
SA-0080-84-93,I,+60-0102232350,2011-10-26 09:13:19,392
SA-0361-84-31,I,+60-0160647545,2011-06-02 15:00:35,2543
SA-0210-42-47,I,+60-0149825341,2011-06-20 18:00:23,2625
SA-0009-04-02,I,+60-0129380548,2012-03-22 15:46:37,288
SA-0063-02-33,I,+60-0139992102,2011-03-27 13:04:38,3116
SA-0187-35-19,I,+60-0175807072,2012-01-12 00:39:35,1215
SA-0339-42-22,I,+60-0193847324,2012-10-06 20:57:36,2475
SA-0147-43-82,I,+60-0194624149,2012-07-15 07:27:00,2212
SA-0037-94-05,I,+60-0194627136,2011-07-13 21:17:51,857
SA-0227-78-67,I,+60-0185315396,2012-04-05 08:54:10,799
SA-0279-91-74,I,+60-0132245348,2012-08-01 16:24:16,2384
SA-0155-74-77,I,+60-0100623110,2011-06-12 23:09:32,725
SA-0063-02-33,I,+60-0120728539,2012-04-05 15:41:06,2038
SA-0021-95-06,I,+60-0147893101,2012-09-07 06:17:47,3464
SA-0037-94-05,I,+60-0136128415,2011-05-24 00:45:46,134
SA-0147-43-82,I,+60-0186387538,2012-07-31 05:46:30,3399
SA-0185-10-64,I,+60-0108108100,2012-10-13 23:42:30,333
SA-0133-16-62,I,+60-0170905736,2012-04-03 01:12:47,2772
SA-0005-14-91,I,+60-0128801699,2011-01-31 23:43:11,2569
SA-0343-60-69,I,+60-0118809209,2011-09-27 05:19:46,460
SA-0414-86-48,I,+60-0180756804,2012-09-01 00:16:09,3488
SA-0009-04-02,I,+60-0168245150,2012-05-31 22:30:29,2654
SA-0378-80-96,I,+60-0164071559,2012-01-27 13:04:55,144
SA-0314-69-44,I,+60-0169871293,2011-02-10 02:14:39,2749
SA-0249-45-54,I,+60-0169582653,2012-03-21 15:23:02,939
SA-0185-59-07,I,+60-0135273304,2012-05-19 02:27:16,2377
SA-0114-12-73,I,+60-0112647340,2012-01-26 21:18:35,2381
SA-0263-79-37,I,+60-0172096615,2011-07-05 11:00:28,1202
SA-0220-61-46,I,+60-0115037741,2012-07-30 16:36:40,2650
SA-0182-19-79,I,+60-0166770834,2011-01-29 03:44:57,833
SA-0414-86-48,I,+60-0148983626,2012-09-17 02:40:43,1468
SA-0312-94-95,I,+60-0124019120,2012-07-22 11:31:02,3114
SA-0222-28-58,I,+60-0140721400,2011-03-13 04:00:40,484
SA-0249-45-54,I,+60-0192439783,2011-10-30 02:07:25,382
SA-0249-45-54,I,+60-0190588005,2011-05-18 23:44:57,925
SA-0361-84-31,I,+60-0153507668,2011-07-25 04:07:56,2659
SA-0261-41-34,I,+60-0180721766,2011-04-18 00:27:13,637
SA-0339-42-22,I,+60-0155227039,2012-04-21 17:34:03,3110
SA-0227-78-67,I,+60-0184947335,2012-08-15 17:29:22,1028
SA-0005-14-91,I,+60-0161695361,2011-12-24 03:49:30,3360
SA-0222-28-58,I,+60-0141699688,2012-08-19 13:08:01,2798
SA-0222-28-58,I,+60-0170664623,2012-08-06 13:49:46,1875
SA-0133-16-62,I,+60-0163349816,2011-05-10 16:39:53,998
SA-0055-36-68,I,+60-0125778377,2011-11-26 23:34:59,1365
SA-0227-78-67,I,+60-0168337290,2012-07-05 10:19:31,1408
SA-0222-28-58,I,+60-0115872981,2011-04-05 22:42:05,2285
SA-0185-10-64,I,+60-0133499853,2011-02-05 16:21:01,1212
SA-0138-33-52,I,+60-0112517658,2012-04-05 13:00:19,1558
SA-0202-82-34,I,+60-0139982713,2011-10-03 00:51:21,517
SA-0147-43-82,I,+60-0194974158,2011-06-04 21:45:19,613
SA-0343-60-69,I,+60-0140543243,2011-12-28 22:58:38,973
SA-0227-78-67,I,+60-0166978701,2012-03-18 12:34:11,209
SA-0261-41-34,I,+60-0124382405,2011-09-12 19:53:23,300
SA-0185-10-64,I,+60-0114381587,2012-10-31 09:37:18,2209
SA-0314-69-44,I,+60-0123858587,2012-11-30 11:48:48,319
SA-0186-07-48,I,+60-0118539624,2011-12-27 00:09:44,2841
SA-0155-74-77,I,+60-0118897518,2011-12-27 09:10:38,3050
SA-0080-84-93,I,+60-0157583868,2012-08-15 10:01:43,286
SA-0414-20-79,I,+60-0133353808,2011-10-30 04:33:14,1964
SA-0147-43-82,I,+60-0100674213,2011-10-02 21:32:13,1485
SA-0220-61-46,I,+60-0130665922,2011-11-21 08:18:19,938
SA-0335-96-08,I,+60-0118385422,2012-12-16 11:41:36,1589
SA-0151-98-79,I,+60-0191954557,2011-09-27 18:05:38,1157
SA-0222-28-58,I,+60-0107471496,2011-01-18 03:40:14,2623
SA-0222-28-58,I,+60-0173583387,2011-08-12 10:22:44,1724
SA-0037-94-05,I,+60-0120617703,2012-06-28 21:50:20,3568
SA-0378-80-96,I,+60-0145551973,2012-10-14 20:54:40,422
SA-0261-41-34,I,+60-0151056410,2012-02-20 15:51:16,1649
SA-0063-02-33,I,+60-0162477121,2012-05-26 22:34:48,2406
SA-0080-84-93,I,+60-0106084808,2011-09-30 10:45:23,2012
SA-0220-61-46,I,+60-0141396067,2012-07-22 12:47:07,2940
SA-0312-94-95,I,+60-0175647161,2011-09-15 18:18:06,362
SA-0021-95-06,I,+60-0179503289,2011-01-16 05:25:11,1360
SA-0050-81-89,I,+60-0129017563,2012-07-19 04:34:21,592
SA-0261-41-34,I,+60-0116507132,2012-10-08 20:57:01,168
SA-0037-94-05,I,+60-0135063736,2012-02-08 11:54:17,1015
SA-0290-06-89,I,+60-0187652400,2011-11-04 22:12:04,2077
SA-0314-69-44,I,+60-0141765722,2011-02-16 12:10:37,1909
SA-0112-53-34,I,+60-0185731257,2012-01-31 00:34:49,192
SA-0303-06-26,I,+60-0180369832,2012-09-10 21:58:34,2514
SA-0144-10-84,I,+60-0176870625,2011-07-21 10:20:38,484
SA-0187-35-19,I,+60-0114180741,2011-12-10 07:38:58,111
SA-0012-71-76,I,+60-0191654716,2012-06-02 06:20:07,1433
SA-0343-60-69,I,+60-0157227197,2012-01-17 16:09:17,247
SA-0252-71-33,I,+60-0126660638,2012-12-05 18:27:20,1584
SA-0155-74-77,I,+60-0186459318,2012-11-07 02:51:53,3315
SA-0414-20-79,I,+60-0193676289,2012-11-30 13:59:45,822
SA-0186-07-48,I,+60-0143475839,2012-07-10 18:42:23,2927
SA-0005-14-91,I,+60-0153202849,2012-07-30 18:31:39,1031
SA-0414-86-48,I,+60-0171578280,2011-12-21 12:20:47,1841
SA-0055-36-68,I,+60-0163373218,2012-03-23 01:58:06,3335
SA-0401-55-12,I,+60-0193456342,2011-01-10 09:00:44,1289
SA-0145-41-01,I,+60-0191566816,2012-03-28 16:00:55,3268
SA-0185-10-64,I,+60-0150067800,2011-01-10 20:04:14,2699
SA-0147-43-82,I,+60-0187226698,2011-04-08 19:03:38,3558
SA-0145-41-01,I,+60-0152490435,2012-05-24 18:52:14,979
SA-0112-53-34,I,+60-0122466064,2012-09-16 00:14:29,1435
SA-0210-42-47,I,+60-0115674673,2011-07-12 07:11:52,1434
SA-0314-69-44,I,+60-0161391409,2012-10-02 14:47:33,2912
SA-0227-78-67,I,+60-0172595480,2012-01-12 18:32:03,2051
SA-0107-05-98,I,+60-0112323780,2012-10-14 01:11:52,2563
SA-0335-96-08,I,+60-0143759615,2012-06-07 07:35:13,164
SA-0092-93-02,I,+60-0168475419,2012-10-13 14:45:49,1305
SA-0080-84-93,I,+60-0112004990,2011-12-31 04:52:31,705
SA-0220-61-46,I,+60-0146584112,2012-09-24 20:08:59,1467
SA-0009-04-02,I,+60-0110873634,2011-01-24 23:21:27,75
SA-0012-71-76,I,+60-0120142274,2011-08-23 07:14:00,533
SA-0414-86-48,I,+60-0192502149,2011-08-19 21:42:46,2857
SA-0112-53-34,I,+60-0185461729,2011-01-21 05:01:58,521
SA-0033-12-88,I,+60-0144967752,2012-02-18 11:44:44,2101
SA-0263-79-37,I,+60-0194051783,2011-10-28 13:03:33,2200
SA-0182-19-79,I,+60-0169402879,2011-03-20 03:53:07,2303
SA-0009-04-02,I,+60-0155169989,2012-02-29 17:30:46,2184
SA-0147-43-82,I,+60-0157834187,2012-10-08 19:52:33,2637
SA-0005-14-91,I,+60-0190103735,2011-07-04 11:35:00,1741
SA-0185-59-07,I,+60-0168776698,2011-09-30 19:28:03,689
SA-0186-07-48,I,+60-0180046586,2012-10-18 03:52:39,1214
SA-0112-53-34,I,+60-0196863830,2012-12-02 09:40:53,3137
SA-0155-74-77,I,+60-0105148215,2011-11-25 12:14:34,1461
SA-0290-06-89,I,+60-0130877559,2012-10-08 01:16:12,2973
SA-0210-42-47,I,+60-0172197689,2011-09-07 01:49:42,606
SA-0107-05-98,I,+60-0171876658,2012-04-11 19:04:08,931
SA-0055-36-68,I,+60-0159620066,2011-03-26 21:29:39,164
SA-0147-43-82,I,+60-0195602821,2012-10-27 06:50:39,2570
SA-0155-74-77,I,+60-0180556862,2011-08-16 22:16:34,169
SA-0147-43-82,I,+60-0142389193,2012-10-10 06:23:32,2392
SA-0182-19-79,I,+60-0188592676,2011-06-18 10:09:44,2263
SA-0220-48-64,I,+60-0192400760,2012-04-06 06:52:42,2062
SA-0378-80-96,I,+60-0177060866,2012-03-30 01:58:59,192
SA-0133-16-62,I,+60-0142930700,2012-01-29 15:26:17,1377
SA-0252-71-33,I,+60-0119125682,2011-07-02 00:05:13,352
SA-0009-04-02,I,+60-0148039589,2011-08-12 04:04:44,2260
SA-0220-61-46,I,+60-0182278340,2012-06-17 03:58:42,1147
SA-0210-42-47,I,+60-0149283496,2012-01-01 11:52:52,2139
SA-0220-61-46,I,+60-0185212235,2011-03-30 15:19:12,1555
SA-0012-71-76,I,+60-0168902516,2012-01-04 16:55:22,2349
SA-0009-04-02,I,+60-0171891081,2011-06-19 09:34:36,2649
SA-0252-71-33,I,+60-0111804161,2011-01-03 07:39:24,2990
SA-0145-41-01,I,+60-0150076510,2011-11-17 01:56:44,3353
SA-0335-96-08,I,+60-0186088852,2012-12-06 06:37:38,2224
SA-0202-82-34,I,+60-0179647924,2011-09-14 17:42:00,1770
SA-0361-84-31,I,+60-0172744899,2012-07-22 06:26:19,3315
SA-0227-78-67,I,+60-0137176457,2011-02-08 00:53:47,924
SA-0005-14-91,I,+60-0117453396,2011-06-28 19:42:44,3541
SA-0107-05-98,I,+60-0118598391,2012-08-19 06:15:25,3174
SA-0185-59-07,I,+60-0114188251,2012-04-20 18:41:34,932
SA-0155-74-77,I,+60-0109103964,2011-04-12 02:20:39,2291
SA-0187-35-19,I,+60-0115011435,2011-05-13 04:51:05,1206
