AccNo,CallTime,Type,PhoneNo,During_in_secs
SA-0080-84-93,1/7/2008 0:33,L,80679255,3123
SA-0092-93-02,18/12/2008 5:52,L,82760188,942
SA-0305-50-15,3/8/2008 22:55,L,80038153,3288
SA-0187-35-19,29/8/2007 18:58,L,89492667,1788
SA-0133-16-62,26/5/2008 19:07,L,85002123,924
SA-0378-80-96,30/10/2007 19:15,L,88841306,3265
SA-0279-91-74,27/9/2008 22:49,L,82114433,2964
SA-0263-79-37,19/12/2007 4:49,L,80639969,2402
SA-0114-12-73,28/12/2007 15:54,L,88283078,942
SA-0227-78-67,13/5/2007 14:32,L,80634986,2290
SA-0185-10-64,2/10/2007 18:10,L,85275356,1660
SA-0037-94-05,9/7/2007 13:03,L,81891987,473
SA-0263-79-37,14/1/2008 18:16,L,85648773,1446
SA-0005-14-91,13/8/2007 9:52,L,87569046,866
SA-0092-93-02,29/11/2008 18:53,L,80387220,736
SA-0220-48-64,7/3/2007 6:10,L,85796732,2668
SA-0290-06-89,8/4/2008 8:32,L,85239667,1700
SA-0361-84-31,5/10/2008 15:01,L,81309775,3531
SA-0055-36-68,22/3/2008 5:20,L,84458960,1925
SA-0401-55-12,29/11/2008 1:02,L,84588894,2815
SA-0343-60-69,2/10/2008 9:26,L,83205692,2804
SA-0009-04-02,28/9/2007 19:02,L,83150998,3548
SA-0145-41-01,2/11/2007 16:42,L,85009142,3360
SA-0185-10-64,26/5/2008 21:55,L,81893056,1934
SA-0361-84-31,21/2/2007 7:53,L,84727709,747
SA-0314-69-44,12/10/2008 7:52,L,83874359,1771
SA-0050-81-89,15/10/2007 14:27,L,89302869,3367
SA-0151-98-79,21/4/2007 9:48,L,81808135,3531
SA-0063-02-33,2/4/2008 12:26,L,82685086,1869
SA-0055-36-68,6/12/2008 4:14,L,86856413,1905
SA-0005-14-91,31/12/2008 5:06,L,83234517,163
SA-0107-05-98,20/8/2008 20:43,L,89456636,63
SA-0378-80-96,26/3/2008 3:42,L,86178270,190
SA-0133-16-62,18/10/2008 2:34,L,80703851,391
SA-0080-84-93,16/10/2007 22:20,L,83540609,326
SA-0187-35-19,19/12/2008 8:38,L,89239813,924
SA-0414-86-48,2/6/2007 20:48,L,80056229,124
SA-0063-02-33,21/2/2008 3:14,L,81797553,3358
SA-0185-10-64,27/7/2008 2:05,L,88877696,1944
SA-0279-91-74,19/4/2008 4:19,L,85153996,2609
SA-0114-12-73,14/4/2007 15:30,L,87600443,96
SA-0147-43-82,24/7/2007 15:44,L,81448654,2493
SA-0033-12-88,21/9/2007 2:46,L,89199726,392
SA-0186-07-48,10/11/2008 13:57,L,87557539,1738
SA-0378-80-96,23/1/2008 19:59,L,87512353,1494
SA-0202-82-34,19/11/2008 8:26,L,80543534,314
SA-0187-35-19,30/6/2007 11:01,L,85497287,2883
SA-0055-36-68,14/1/2008 15:49,L,82112154,2707
SA-0050-81-89,23/6/2008 1:49,L,88452600,2546
SA-0107-05-98,13/7/2007 0:58,L,88615458,3369
SA-0187-35-19,20/4/2007 13:58,L,88970139,3036
SA-0005-14-91,13/9/2008 3:16,L,83794538,1614
SA-0133-16-62,23/7/2007 6:10,L,89933636,1688
SA-0037-94-05,12/12/2008 14:08,L,83742013,2946
SA-0144-10-84,2/7/2008 13:25,L,88692209,3072
SA-0290-06-89,21/1/2007 20:48,L,87882590,2772
SA-0343-60-69,2/12/2008 2:44,L,89378541,3401
SA-0185-10-64,14/6/2008 10:18,L,86675838,3304
SA-0249-45-54,19/11/2007 21:09,L,87211586,3198
SA-0092-93-02,4/2/2008 11:31,L,86804678,505
SA-0378-80-96,22/12/2008 21:27,L,81639390,133
SA-0033-12-88,14/5/2008 4:50,L,86293427,1771
SA-0210-42-47,29/8/2007 19:10,L,85413784,859
SA-0222-28-58,11/11/2007 11:59,L,87178109,2772
SA-0155-74-77,21/10/2008 10:05,L,89196701,667
SA-0202-82-34,26/8/2008 22:06,L,88273268,2636
SA-0009-04-02,24/1/2007 12:00,L,80868422,1726
SA-0263-79-37,26/6/2008 10:29,L,89002966,2042
SA-0220-48-64,25/9/2007 15:10,L,87807837,2980
SA-0305-50-15,24/9/2008 4:18,L,88759040,1753
SA-0009-04-02,23/9/2007 1:33,L,80423107,2463
SA-0343-60-69,2/7/2007 6:54,L,85835358,202
SA-0033-12-88,16/9/2008 23:48,L,89614738,2776
SA-0186-07-48,1/8/2007 23:13,L,87232041,533
SA-0092-93-02,10/9/2007 23:45,L,83998453,700
SA-0263-79-37,31/3/2007 10:36,L,80748888,2914
SA-0107-05-98,19/2/2007 3:49,L,80379622,1179
SA-0050-81-89,9/8/2007 14:26,L,87048981,3170
SA-0021-95-06,14/6/2008 8:04,L,81048212,1038
SA-0305-50-15,2/11/2007 10:15,L,87249622,1844
SA-0343-60-69,26/12/2008 17:22,L,89011826,3366
SA-0182-19-79,27/7/2008 13:56,L,88554414,3068
SA-0249-45-54,2/3/2007 0:02,L,84385899,2252
SA-0147-43-82,4/9/2007 14:23,L,84244993,1141
SA-0005-14-91,6/2/2008 14:07,L,83781370,2919
SA-0107-05-98,5/10/2008 15:01,L,89172262,372
SA-0144-10-84,7/5/2007 6:04,L,83644383,2450
SA-0414-86-48,8/5/2008 14:18,L,89099438,1362
SA-0279-91-74,27/5/2007 3:46,L,89136568,944
SA-0227-78-67,28/10/2008 8:01,L,87176112,2864
SA-0210-42-47,18/10/2008 20:31,L,87779162,3510
SA-0185-59-07,17/1/2008 5:28,L,80820836,2682
SA-0033-12-88,28/6/2008 17:28,L,81618787,327
SA-0339-42-22,23/1/2008 10:21,L,83622649,89
SA-0290-06-89,7/12/2008 5:37,L,88336909,2047
SA-0021-95-06,29/8/2007 9:46,L,82444033,832
SA-0227-78-67,25/2/2008 23:58,L,81238380,2260
SA-0261-41-34,17/9/2008 20:28,L,86820558,2512
SA-0252-71-33,16/5/2008 6:43,L,83878903,2177
SA-0290-06-89,24/4/2007 0:46,L,82894441,863
SA-0185-59-07,18/10/2007 21:36,L,88190479,280
SA-0138-33-52,9/8/2007 5:18,L,89278609,1199
SA-0112-53-34,6/9/2008 3:09,L,89854512,2521
SA-0005-14-91,23/2/2008 15:54,L,89325679,497
SA-0112-53-34,15/5/2007 3:31,L,83931645,960
SA-0138-33-52,13/10/2008 10:58,L,84881076,717
SA-0133-16-62,10/8/2008 10:17,L,86929426,1687
SA-0314-69-44,26/11/2008 17:07,L,85451802,2457
SA-0050-81-89,14/5/2007 8:08,L,83278987,884
SA-0414-20-79,18/5/2008 17:14,L,85409085,197
SA-0279-91-74,21/10/2008 9:19,L,86240123,1121
SA-0092-93-02,2/7/2007 0:57,L,80217636,1730
SA-0414-20-79,15/6/2007 12:33,L,85761107,2658
SA-0220-61-46,6/8/2007 17:09,L,86543073,558
SA-0144-10-84,24/6/2007 1:46,L,84613571,898
SA-0151-98-79,11/9/2007 2:56,L,89341237,1114
SA-0147-43-82,1/3/2007 11:26,L,80964204,1500
SA-0335-96-08,2/1/2008 5:57,L,87658091,3192
SA-0414-20-79,22/8/2007 18:04,L,87455110,1016
SA-0202-82-34,4/4/2008 8:24,L,89002380,3581
SA-0401-55-12,27/5/2007 13:09,L,87328130,1300
SA-0202-82-34,28/8/2007 6:47,L,88424750,1188
SA-0414-20-79,20/4/2008 3:38,L,88883168,609
SA-0138-33-52,31/5/2008 20:58,L,81677303,611
SA-0279-91-74,30/4/2007 8:37,L,89668242,2659
SA-0185-10-64,5/2/2007 23:53,L,84722854,3199
SA-0155-74-77,17/9/2007 5:07,L,82005909,415
SA-0092-93-02,21/10/2008 23:58,L,82113792,1772
SA-0063-02-33,8/6/2008 20:13,L,86424295,625
SA-0021-95-06,22/7/2007 1:18,L,85607373,2688
SA-0133-16-62,28/9/2007 5:39,L,88584280,3107
SA-0202-82-34,13/3/2008 17:29,L,81660522,388
SA-0343-60-69,26/12/2008 14:10,L,81624673,533
SA-0185-59-07,29/7/2007 16:51,L,83099309,3187
SA-0009-04-02,18/10/2008 11:19,L,89076781,787
SA-0133-16-62,9/12/2008 1:59,L,82707656,1278
SA-0147-43-82,18/11/2007 20:52,L,87754629,1885
SA-0290-06-89,17/7/2008 10:13,L,80865427,1126
SA-0147-43-82,29/1/2007 14:48,L,85168452,2964
SA-0343-60-69,24/1/2008 13:19,L,82177620,2670
SA-0151-98-79,8/9/2008 17:00,L,85937118,2303
SA-0343-60-69,24/5/2007 11:08,L,81445696,443
SA-0012-71-76,5/11/2008 22:04,L,86668801,255
SA-0033-12-88,5/6/2007 12:56,L,82577297,177
SA-0080-84-93,1/3/2008 5:29,L,85724941,2574
SA-0112-53-34,3/2/2008 20:09,L,84782001,2265
SA-0305-50-15,27/5/2008 4:50,L,87113378,269
SA-0401-55-12,6/10/2008 9:58,L,84369252,2929
SA-0107-05-98,25/4/2008 20:46,L,80876020,943
SA-0186-07-48,15/6/2007 12:21,L,87563069,131
SA-0063-02-33,4/12/2008 0:18,L,83727802,3218
SA-0114-12-73,28/12/2008 1:19,L,84607872,900
SA-0210-42-47,6/4/2008 5:07,L,89995146,3017
SA-0290-06-89,12/9/2008 9:50,L,89407360,969
SA-0009-04-02,31/12/2007 11:54,L,82889797,3453
SA-0303-06-26,3/4/2008 9:52,L,81507571,2076
SA-0378-80-96,11/6/2007 3:31,L,85922639,577
SA-0005-14-91,20/8/2007 20:41,L,85086830,3487
SA-0401-55-12,11/7/2008 21:13,L,84671484,1609
SA-0012-71-76,17/11/2007 21:01,L,86384053,581
SA-0335-96-08,25/5/2007 14:20,L,83478730,2452
SA-0227-78-67,1/1/2008 16:06,L,86281561,110
SA-0414-20-79,8/5/2008 8:10,L,82277089,2023
SA-0249-45-54,2/11/2007 4:57,L,86640330,1216
SA-0185-10-64,26/9/2007 16:50,L,89421201,550
SA-0114-12-73,12/1/2007 21:46,L,80956441,2241
SA-0112-53-34,1/3/2008 9:08,L,86350650,1452
SA-0009-04-02,24/1/2008 2:13,L,81354186,399
SA-0414-86-48,26/11/2008 4:34,L,86549082,2776
SA-0151-98-79,12/1/2008 9:57,L,81624545,1127
SA-0151-98-79,23/11/2008 4:10,L,83715735,186
SA-0378-80-96,31/12/2007 2:47,L,87159627,484
SA-0414-20-79,26/2/2007 17:47,L,83935029,1824
SA-0037-94-05,12/6/2007 17:17,L,89392659,2001
SA-0107-05-98,10/6/2008 9:44,L,83955037,78
SA-0012-71-76,15/9/2008 13:03,L,82744777,3079
SA-0155-74-77,5/5/2007 11:23,L,86225701,3041
SA-0185-10-64,18/11/2007 2:50,L,86661452,3260
SA-0314-69-44,21/10/2008 6:19,L,80326880,360
SA-0092-93-02,13/4/2008 18:07,L,85576449,2272
SA-0312-94-95,30/3/2008 19:19,L,81858960,2861
SA-0050-81-89,19/4/2007 10:53,L,89545137,513
SA-0145-41-01,4/3/2007 21:19,L,81491510,1263
SA-0037-94-05,25/4/2008 7:41,L,86740259,1562
SA-0138-33-52,8/8/2008 11:44,L,83435266,1331
SA-0263-79-37,24/11/2008 23:54,L,80451586,3027
SA-0343-60-69,18/1/2007 20:44,L,89326502,3593
SA-0343-60-69,10/9/2008 0:10,L,88954714,2329
SA-0114-12-73,20/10/2007 4:30,L,88911172,2882
SA-0220-61-46,2/3/2007 21:31,L,83989419,3555
SA-0279-91-74,7/12/2007 9:55,L,87009318,2931
SA-0220-61-46,2/4/2007 17:06,L,87591328,1488
SA-0220-48-64,11/7/2008 18:56,L,81077201,1923
SA-0290-06-89,26/8/2008 9:22,L,88225839,1949
SA-0279-91-74,19/10/2008 12:10,L,89784653,753
SA-0202-82-34,1/9/2008 11:23,L,89676457,2572
SA-0112-53-34,29/6/2007 1:45,L,87576783,812
SA-0249-45-54,29/6/2007 1:05,L,87176377,1889
SA-0263-79-37,9/9/2007 8:07,L,88721323,2216
SA-0312-94-95,12/12/2007 20:21,L,83490156,1686
SA-0155-74-77,13/7/2008 20:34,L,87007613,129
SA-0252-71-33,1/2/2007 14:22,L,83622206,1847
SA-0312-94-95,5/10/2007 6:12,L,85997173,614
SA-0009-04-02,25/7/2008 19:05,L,84243156,2880
SA-0305-50-15,7/11/2007 0:45,L,82906549,100
SA-0009-04-02,8/3/2008 2:43,L,85201620,372
SA-0414-20-79,31/8/2007 15:48,L,87158456,498
SA-0378-80-96,4/5/2007 14:55,L,86302616,235
SA-0222-28-58,27/12/2007 0:57,L,86800368,3123
SA-0279-91-74,18/3/2007 6:23,L,81849847,769
SA-0033-12-88,8/2/2007 3:12,L,83132522,3172
SA-0220-48-64,30/4/2007 12:13,L,83531615,75
SA-0037-94-05,23/4/2008 23:42,L,89592782,2980
SA-0335-96-08,7/10/2008 16:56,L,89785782,233
SA-0050-81-89,18/11/2008 14:54,L,84009588,2615
SA-0151-98-79,7/6/2007 19:35,L,82851861,1554
SA-0151-98-79,23/11/2008 10:39,L,84524367,1422
SA-0378-80-96,28/12/2008 23:59,L,86357359,3289
SA-0033-12-88,27/10/2007 10:16,L,86294940,1501
SA-0335-96-08,1/5/2008 7:27,L,84232363,2343
SA-0220-61-46,7/1/2007 21:43,L,80629782,2878
SA-0151-98-79,6/5/2007 12:50,L,81442054,1125
SA-0261-41-34,4/6/2008 17:12,L,81816963,1215
SA-0009-04-02,16/11/2008 14:51,L,80994370,2234
SA-0335-96-08,7/9/2008 8:01,L,86965032,1124
SA-0279-91-74,24/8/2007 12:32,L,86772072,1173
SA-0401-55-12,26/6/2008 19:02,L,84039253,382
SA-0009-04-02,4/8/2008 18:23,L,85747158,3447
SA-0249-45-54,28/9/2007 14:32,L,88740418,341
SA-0401-55-12,7/9/2008 5:36,L,87253411,597
SA-0186-07-48,8/7/2008 0:47,L,84845025,2987
SA-0210-42-47,5/5/2008 3:50,L,88480045,2404
SA-0005-14-91,9/7/2008 20:46,L,89149113,2440
SA-0414-86-48,23/7/2008 11:10,L,84907281,2043
SA-0107-05-98,15/7/2007 1:32,L,88345087,948
SA-0005-14-91,8/10/2008 4:17,L,88350721,634
SA-0303-06-26,13/9/2008 9:33,L,86370518,3325
SA-0279-91-74,9/7/2007 20:09,L,89339200,2120
SA-0144-10-84,25/6/2007 7:43,L,86306850,1342
SA-0114-12-73,16/2/2008 15:32,L,84134720,2599
SA-0227-78-67,5/10/2007 22:50,L,83361863,428
SA-0092-93-02,29/9/2007 21:09,L,82130334,3048
SA-0202-82-34,5/6/2007 2:51,L,83073981,316
SA-0092-93-02,18/7/2007 19:35,L,80058117,932
SA-0303-06-26,27/4/2007 1:30,L,80340447,2320
SA-0261-41-34,12/9/2008 4:17,L,80876678,492
SA-0185-59-07,20/6/2008 19:39,L,81923790,1944
SA-0252-71-33,24/10/2008 4:43,L,85761760,1399
SA-0312-94-95,9/3/2008 12:54,L,86941822,279
SA-0033-12-88,15/5/2008 6:18,L,84459218,1006
SA-0145-41-01,21/2/2008 5:05,L,81200684,2953
SA-0314-69-44,20/11/2007 10:58,L,86592406,471
SA-0012-71-76,22/5/2008 5:42,L,82458502,1203
SA-0012-71-76,27/8/2008 5:26,L,86576920,1475
SA-0414-20-79,4/3/2008 13:08,L,82287253,399
SA-0151-98-79,3/6/2008 6:06,L,80151905,2317
SA-0145-41-01,4/7/2008 15:44,L,84581015,1192
SA-0414-86-48,2/8/2007 5:41,L,87078000,2968
SA-0063-02-33,2/2/2007 13:56,L,88752906,1792
SA-0080-84-93,16/1/2007 22:15,L,89710955,690
SA-0401-55-12,9/12/2008 2:06,L,85397164,2172
SA-0012-71-76,26/7/2007 12:53,L,81337218,596
SA-0314-69-44,24/2/2008 21:16,L,85511610,2347
SA-0092-93-02,28/4/2007 4:45,L,84173415,2551
SA-0185-10-64,12/11/2007 9:11,L,89080832,2932
SA-0210-42-47,19/5/2007 23:18,L,89878873,2391
SA-0187-35-19,15/8/2007 7:00,L,85043344,606
SA-0155-74-77,20/1/2007 14:47,L,80354635,3155
SA-0210-42-47,16/4/2008 7:19,L,84519889,420
SA-0378-80-96,24/12/2007 13:33,L,85321159,1622
SA-0092-93-02,4/3/2007 9:36,L,85859498,2215
SA-0185-59-07,23/12/2007 21:56,L,89315062,2329
SA-0279-91-74,4/4/2007 13:35,L,84135836,3226
SA-0021-95-06,24/7/2008 0:49,L,85181608,3220
SA-0186-07-48,1/12/2008 5:54,L,85824748,121
SA-0145-41-01,15/7/2007 3:53,L,83337301,228
SA-0227-78-67,2/8/2007 23:26,L,88380042,1993
SA-0145-41-01,21/11/2007 18:57,L,87822281,3008
SA-0063-02-33,23/4/2007 8:23,L,81658996,3294
SA-0414-20-79,19/1/2008 21:13,L,86859511,3338
SA-0112-53-34,19/8/2007 7:02,L,83393221,1692
SA-0063-02-33,17/1/2007 16:20,L,86867851,2756
SA-0186-07-48,14/8/2008 18:13,L,84292632,3008
SA-0220-61-46,19/11/2007 19:35,L,84677216,509
SA-0343-60-69,15/8/2007 15:37,L,89985540,2375
SA-0151-98-79,10/8/2008 0:37,L,88820802,123
SA-0249-45-54,18/6/2008 10:40,L,80823559,1496
SA-0147-43-82,23/1/2007 12:00,L,81823248,1515
SA-0138-33-52,20/11/2007 8:10,L,80006122,2962
SA-0414-86-48,17/4/2008 6:09,L,83272121,767
SA-0063-02-33,15/5/2008 22:40,L,82089921,3324
SA-0343-60-69,20/11/2007 8:06,L,82138115,363
SA-0033-12-88,16/5/2008 15:05,L,87677431,299
SA-0055-36-68,20/7/2008 15:11,L,88069633,565
SA-0414-86-48,17/5/2007 16:11,L,81603367,1701
SA-0252-71-33,15/2/2007 17:50,L,80951213,101
SA-0314-69-44,2/10/2008 20:42,L,87471741,1976
SA-0252-71-33,1/5/2007 0:24,L,84610958,2257
SA-0080-84-93,19/1/2007 23:07,L,88943415,509
SA-0312-94-95,4/9/2008 3:40,L,84063574,1931
SA-0107-05-98,9/4/2008 5:21,L,80404024,1212
SA-0227-78-67,6/2/2008 22:55,L,83174379,3444
SA-0033-12-88,1/2/2007 7:11,L,86124240,2053
SA-0305-50-15,28/3/2007 3:49,L,87609740,3351
SA-0050-81-89,12/1/2007 13:54,L,89125326,2578
SA-0055-36-68,23/10/2007 20:16,L,82299620,1339
SA-0037-94-05,11/5/2007 2:59,L,81285954,3576
SA-0155-74-77,3/3/2007 7:53,L,82043280,2608
SA-0009-04-02,7/4/2008 23:47,L,84032919,2000
SA-0361-84-31,24/6/2008 12:17,L,89643522,1707
SA-0263-79-37,26/2/2007 14:36,L,89176673,1991
SA-0050-81-89,19/11/2008 0:59,L,87595099,1353
SA-0009-04-02,4/10/2008 8:11,L,88844077,3380
SA-0187-35-19,5/7/2008 4:21,L,88367290,2053
SA-0147-43-82,6/2/2008 10:09,L,81961941,3298
SA-0021-95-06,8/6/2007 6:37,L,81030133,2620
SA-0314-69-44,5/2/2007 0:18,L,81820397,1942
SA-0187-35-19,6/7/2007 17:33,L,87557803,1681
SA-0037-94-05,2/10/2007 18:00,L,87423469,3495
SA-0249-45-54,25/2/2008 11:12,L,87803141,1893
SA-0112-53-34,6/12/2007 6:54,L,89152603,2367
SA-0005-14-91,24/3/2008 10:47,L,84479908,2243
SA-0339-42-22,23/1/2007 3:02,L,81719813,3285
SA-0055-36-68,30/1/2007 17:42,L,80288824,2940
SA-0312-94-95,15/12/2008 17:27,L,82062367,131
SA-0414-20-79,27/6/2008 10:03,L,85944222,3109
SA-0185-59-07,18/6/2007 22:36,L,82058685,2808
SA-0037-94-05,16/12/2007 10:34,L,82260218,789
SA-0009-04-02,18/8/2007 20:49,L,85176305,1338
SA-0144-10-84,23/6/2007 15:06,L,80544355,2708
SA-0249-45-54,28/8/2008 12:00,L,85973744,701
SA-0182-19-79,8/12/2007 16:01,L,85665866,497
SA-0339-42-22,23/10/2008 21:46,L,84478312,1903
SA-0144-10-84,24/11/2007 7:57,L,86435482,2907
SA-0343-60-69,3/11/2008 14:31,L,82481511,2592
SA-0005-14-91,26/8/2007 21:45,L,81348616,1317
SA-0303-06-26,27/6/2007 1:47,L,81792394,3510
SA-0021-95-06,6/3/2008 20:11,L,85470736,1536
SA-0021-95-06,4/5/2008 19:49,L,88860112,1087
SA-0063-02-33,21/11/2007 6:14,L,88925002,1990
SA-0147-43-82,8/6/2007 5:53,L,84626752,2181
SA-0249-45-54,4/2/2008 21:51,L,81914034,392
SA-0185-59-07,6/9/2008 14:22,L,82504519,1092
SA-0339-42-22,28/3/2007 7:23,L,89346481,798
SA-0220-61-46,20/11/2007 6:49,L,82269241,2103
SA-0055-36-68,17/7/2008 19:24,L,88828300,2513
SA-0033-12-88,20/11/2008 23:59,L,89178357,1359
SA-0187-35-19,13/1/2007 8:52,L,86061505,1645
SA-0414-20-79,14/10/2008 13:50,L,81003223,606
SA-0210-42-47,7/4/2008 3:00,L,84190667,2693
SA-0305-50-15,8/8/2007 23:02,L,83637380,442
SA-0186-07-48,11/9/2007 9:21,L,88035261,574
SA-0378-80-96,17/9/2007 16:50,L,83167454,1535
SA-0185-10-64,17/11/2008 15:51,L,89001718,3264
SA-0361-84-31,12/2/2007 18:01,L,84746811,2252
SA-0186-07-48,24/10/2007 7:52,L,86268361,2784
SA-0144-10-84,5/1/2008 20:52,L,89672167,3094
SA-0145-41-01,17/3/2007 7:44,L,87567901,287
SA-0361-84-31,17/9/2008 19:51,L,84342838,2559
SA-0227-78-67,11/3/2008 13:32,L,81064656,428
SA-0202-82-34,29/6/2007 0:52,L,82138480,1834
SA-0249-45-54,1/9/2008 15:02,L,83222457,379
SA-0202-82-34,21/12/2008 11:31,L,81716421,1150
SA-0185-59-07,2/5/2008 15:21,L,89966948,2978
SA-0290-06-89,3/10/2008 16:21,L,88232993,1912
SA-0187-35-19,16/5/2008 15:03,L,85880609,740
SA-0145-41-01,28/12/2008 11:57,L,85912178,2288
SA-0210-42-47,3/11/2008 9:42,L,88489609,2553
SA-0361-84-31,16/8/2008 7:39,L,82822806,1712
SA-0063-02-33,20/9/2007 15:16,L,87278084,2398
SA-0220-48-64,26/3/2007 7:28,L,89993323,2171
SA-0138-33-52,1/12/2007 23:45,L,86459259,3493
SA-0378-80-96,26/10/2008 7:05,L,88087635,1977
SA-0210-42-47,27/12/2008 7:43,L,86205917,193
SA-0343-60-69,13/12/2008 4:27,L,81751148,2281
SA-0401-55-12,17/9/2007 21:56,L,87479581,610
SA-0249-45-54,15/7/2008 4:06,L,88522972,758
SA-0279-91-74,16/6/2007 19:28,L,80416680,1999
SA-0220-48-64,23/3/2007 22:28,L,87905861,229
SA-0187-35-19,30/3/2008 8:56,L,83320437,2322
SA-0151-98-79,24/4/2008 5:41,L,87429790,1490
SA-0012-71-76,12/5/2008 17:36,L,85000453,2268
SA-0151-98-79,1/5/2007 14:44,L,81094473,2922
SA-0063-02-33,12/1/2008 23:12,L,82446088,421
SA-0151-98-79,22/3/2007 7:16,L,89320684,709
SA-0210-42-47,8/2/2008 15:47,L,80688529,163
SA-0414-86-48,31/7/2008 6:37,L,80786115,1308
SA-0186-07-48,24/4/2008 8:28,L,83261476,1309
SA-0055-36-68,1/8/2007 18:03,L,85274505,2684
SA-0414-20-79,30/9/2007 2:52,L,89508606,2574
SA-0037-94-05,20/6/2008 17:25,L,83656496,3263
SA-0185-59-07,9/7/2007 3:17,L,87253764,1015
SA-0220-48-64,30/4/2008 20:10,L,88337344,3583
SA-0414-20-79,20/6/2007 14:48,L,80746403,1896
SA-0314-69-44,25/3/2008 10:09,L,80987735,904
SA-0133-16-62,11/11/2007 4:16,L,80516861,1399
SA-0080-84-93,21/1/2008 22:46,L,88633272,2458
SA-0144-10-84,13/1/2007 20:18,L,82675687,3103
SA-0261-41-34,7/6/2008 3:41,L,81763455,3236
SA-0037-94-05,4/5/2007 23:34,L,89406400,2860
SA-0414-20-79,7/7/2007 14:57,L,86254244,522
SA-0063-02-33,10/7/2008 7:41,L,84088957,1364
SA-0155-74-77,12/8/2008 19:22,L,85121218,1361
SA-0305-50-15,18/1/2007 2:47,L,83648355,965
SA-0037-94-05,16/10/2007 6:21,L,80214791,2536
SA-0314-69-44,4/10/2007 11:40,L,82698082,1682
SA-0151-98-79,1/12/2007 18:47,L,81101159,2211
SA-0012-71-76,7/1/2007 14:17,L,84065500,966
SA-0033-12-88,18/5/2008 9:40,L,83817088,1618
SA-0210-42-47,1/2/2007 19:32,L,87399804,1721
SA-0186-07-48,5/10/2008 23:26,L,85062167,933
SA-0290-06-89,26/6/2007 15:01,L,80212978,3403
SA-0335-96-08,28/3/2007 21:16,L,88158073,2249
SA-0339-42-22,26/6/2008 2:48,L,80352933,2523
SA-0290-06-89,7/7/2008 18:49,L,89942672,2488
SA-0210-42-47,8/5/2007 15:18,L,82102137,1816
SA-0182-19-79,12/6/2007 7:53,L,82639994,3523
SA-0249-45-54,27/1/2007 0:16,L,95755913,489
SA-0305-50-15,25/7/2007 20:04,L,90538957,402
SA-0009-04-02,29/1/2007 15:17,L,98040912,3393
SA-0114-12-73,17/8/2007 8:07,L,92099177,3538
SA-0155-74-77,11/3/2008 11:51,L,99584513,1351
SA-0335-96-08,3/5/2007 6:33,L,92408616,558
SA-0009-04-02,6/8/2007 3:06,L,92784684,1717
SA-0263-79-37,5/4/2008 22:30,L,95560347,2877
SA-0182-19-79,16/8/2007 10:15,L,97714554,1933
SA-0303-06-26,15/10/2007 4:14,L,93011860,3434
SA-0187-35-19,25/10/2008 20:06,L,97217824,1848
SA-0037-94-05,1/11/2007 3:23,L,97489081,1151
SA-0151-98-79,21/1/2008 19:04,L,93298665,1070
SA-0145-41-01,2/3/2008 6:53,L,91328290,589
SA-0151-98-79,16/5/2007 18:18,L,92299205,1629
SA-0155-74-77,21/3/2008 1:33,L,93621967,2822
SA-0050-81-89,21/8/2008 10:23,L,93266005,3428
SA-0145-41-01,9/12/2007 11:34,L,95927253,1494
SA-0220-48-64,25/6/2008 4:09,L,97636920,2134
SA-0185-59-07,29/7/2007 3:44,L,97263290,2311
SA-0227-78-67,30/6/2008 1:01,L,91744406,1902
SA-0145-41-01,26/4/2007 15:09,L,98644347,2182
SA-0210-42-47,5/8/2008 17:22,L,93948087,3550
SA-0249-45-54,27/1/2008 20:53,L,94374173,1602
SA-0263-79-37,18/5/2008 10:20,L,96124406,672
SA-0314-69-44,15/4/2007 14:08,L,96330548,3171
SA-0210-42-47,29/9/2007 9:17,L,94109586,1082
SA-0009-04-02,7/9/2008 3:15,L,98731517,1516
SA-0263-79-37,9/3/2007 0:58,L,95573316,2542
SA-0361-84-31,4/1/2008 11:44,L,92098142,106
SA-0112-53-34,27/1/2008 4:15,L,98555098,3090
SA-0186-07-48,17/10/2007 7:24,L,95519966,3515
SA-0305-50-15,11/8/2007 12:24,L,99520863,1654
SA-0312-94-95,7/9/2007 22:21,L,90333125,1887
SA-0050-81-89,3/10/2008 10:10,L,98038795,2152
SA-0305-50-15,13/1/2007 11:01,L,91714084,261
SA-0063-02-33,28/8/2007 12:49,L,90912239,554
SA-0144-10-84,25/4/2008 7:40,L,95227049,2747
SA-0335-96-08,16/4/2007 23:56,L,97485779,2058
SA-0005-14-91,15/11/2008 10:31,L,97428348,1408
SA-0005-14-91,26/10/2008 18:44,L,90747849,2138
SA-0305-50-15,26/10/2007 20:37,L,91752010,918
SA-0220-61-46,28/5/2007 19:36,L,91406851,2440
SA-0147-43-82,16/11/2007 17:28,L,90140179,3571
SA-0155-74-77,28/2/2007 16:32,L,91542750,2171
SA-0252-71-33,3/10/2007 15:48,L,96942513,3312
SA-0343-60-69,13/2/2008 22:32,L,97660161,335
SA-0114-12-73,5/1/2008 16:31,L,97410070,2678
SA-0107-05-98,8/1/2007 20:00,L,98513982,3530
SA-0261-41-34,11/9/2008 1:28,L,93757902,1354
SA-0182-19-79,17/3/2007 6:43,L,91355969,1368
SA-0339-42-22,9/4/2007 8:32,L,99678725,1110
SA-0185-10-64,19/5/2007 7:33,L,94325987,1231
